File,Original GPOS Size,mode=one,Change one,mode=auto,Change auto,mode=max,Change max
Philosopher-Regular.ttf,27.27,24.34,-10.74%,26.36,-3.35%,39.78,45.87%
"Piazzolla-Italic[opsz,wght].ttf",91.17,86.16,-5.49%,66.27,-27.31%,115.49,26.68%
"Piazzolla[opsz,wght].ttf",103.35,86.40,-16.41%,76.75,-25.74%,120.84,16.92%
Piedra-Regular.ttf,3.31,3.30,-0.35%,3.30,-0.35%,3.30,-0.35%
PirataOne-Regular.ttf,0.13,0.13,0.00%,0.13,0.00%,0.13,0.00%
Play-Bold.ttf,7.76,6.31,-18.69%,6.28,-19.09%,6.62,-14.68%
Play-Regular.ttf,8.53,7.20,-15.59%,7.17,-15.95%,7.51,-11.95%
Playball-Regular.ttf,26.87,26.87,0.00%,27.19,1.16%,35.30,31.35%
PlayfairDisplay-Italic[wght].ttf,77.76,73.27,-5.78%,61.13,-21.39%,61.43,-21.00%
PlayfairDisplay[wght].ttf,108.25,106.19,-1.90%,95.14,-12.11%,101.50,-6.23%
PlayfairDisplaySC-Black.ttf,49.99,47.29,-5.40%,46.87,-6.25%,60.58,21.18%
PlayfairDisplaySC-BlackItalic.ttf,37.51,34.41,-8.24%,33.11,-11.73%,38.55,2.79%
PlayfairDisplaySC-Bold.ttf,52.75,49.52,-6.12%,50.19,-4.85%,68.22,29.34%
PlayfairDisplaySC-BoldItalic.ttf,42.62,39.16,-8.12%,37.85,-11.20%,45.76,7.37%
PlayfairDisplaySC-Italic.ttf,36.64,33.92,-7.44%,32.83,-10.40%,38.19,4.21%
PlayfairDisplaySC-Regular.ttf,46.87,43.98,-6.16%,41.36,-11.75%,54.53,16.35%
Podkova[wght].ttf,44.51,44.20,-0.70%,40.51,-9.00%,55.45,24.58%
PodkovaVFBeta.ttf,78.11,77.01,-1.40%,73.36,-6.08%,88.71,13.58%
PoetsenOne-Regular.ttf,29.30,21.10,-27.99%,22.61,-22.83%,30.93,5.55%
PoiretOne-Regular.ttf,23.61,20.61,-12.70%,21.44,-9.21%,28.37,20.14%
Poly-Italic.ttf,0.42,0.42,0.00%,0.42,0.00%,0.42,0.00%
Poly-Regular.ttf,0.40,0.40,0.00%,0.40,0.00%,0.40,0.00%
Ponnala-Regular.ttf,2.01,2.01,0.00%,2.01,0.00%,2.01,0.00%
PontanoSans-Regular.ttf,2.15,1.96,-8.99%,1.96,-8.99%,3.79,76.02%
PoorStory-Regular.ttf,0.02,0.02,0.00%,0.02,0.00%,0.02,0.00%
Poppins-Black.ttf,5.22,4.93,-5.54%,4.93,-5.54%,4.93,-5.54%
Poppins-BlackItalic.ttf,5.43,5.13,-5.54%,5.13,-5.54%,5.13,-5.54%
Poppins-Bold.ttf,5.24,4.95,-5.52%,4.95,-5.52%,4.95,-5.52%
Poppins-BoldItalic.ttf,5.42,5.12,-5.44%,5.12,-5.44%,5.12,-5.44%
Poppins-ExtraBold.ttf,5.24,4.95,-5.52%,4.95,-5.52%,4.95,-5.52%
Poppins-ExtraBoldItalic.ttf,5.46,5.15,-5.72%,5.15,-5.72%,5.15,-5.72%
Poppins-ExtraLight.ttf,5.29,5.00,-5.57%,5.00,-5.57%,5.00,-5.57%
Poppins-ExtraLightItalic.ttf,5.43,5.13,-5.43%,5.13,-5.43%,5.13,-5.43%
Poppins-Italic.ttf,5.45,5.15,-5.52%,5.15,-5.52%,5.15,-5.52%
Poppins-Light.ttf,5.22,4.93,-5.54%,4.93,-5.54%,4.93,-5.54%
Poppins-LightItalic.ttf,5.44,5.14,-5.42%,5.14,-5.42%,5.14,-5.42%
Poppins-Medium.ttf,5.21,4.92,-5.66%,4.92,-5.66%,4.92,-5.66%
Poppins-MediumItalic.ttf,5.45,5.15,-5.52%,5.15,-5.52%,5.15,-5.52%
Poppins-Regular.ttf,5.27,4.97,-5.60%,4.97,-5.60%,4.97,-5.60%
Poppins-SemiBold.ttf,5.25,4.96,-5.61%,4.96,-5.61%,4.96,-5.61%
Poppins-SemiBoldItalic.ttf,5.39,5.09,-5.47%,5.09,-5.47%,5.09,-5.47%
Poppins-Thin.ttf,5.11,4.81,-5.78%,4.81,-5.78%,4.81,-5.78%
Poppins-ThinItalic.ttf,5.27,4.97,-5.60%,4.97,-5.60%,4.97,-5.60%
PorterSansBlock-Regular.ttf,5.54,5.49,-0.95%,5.49,-0.95%,6.98,25.97%
PortLligatSans-Regular.ttf,0.63,0.62,-1.86%,0.62,-1.86%,0.62,-1.86%
PortLligatSlab-Regular.ttf,0.61,0.60,-1.92%,0.60,-1.92%,0.60,-1.92%
PostNoBillsColombo-Bold.ttf,0.05,0.04,-20.83%,0.04,-20.83%,0.04,-20.83%
PostNoBillsColombo-ExtraBold.ttf,0.05,0.04,-20.83%,0.04,-20.83%,0.04,-20.83%
PostNoBillsColombo-Light.ttf,0.05,0.04,-20.83%,0.04,-20.83%,0.04,-20.83%
PostNoBillsColombo-Medium.ttf,0.05,0.04,-20.83%,0.04,-20.83%,0.04,-20.83%
PostNoBillsColombo-Regular.ttf,0.05,0.04,-20.83%,0.04,-20.83%,0.04,-20.83%
PostNoBillsColombo-SemiBold.ttf,0.05,0.04,-20.83%,0.04,-20.83%,0.04,-20.83%
PostNoBillsJaffna-Bold.ttf,0.35,0.33,-5.06%,0.33,-5.06%,0.33,-5.06%
PostNoBillsJaffna-ExtraBold.ttf,0.35,0.31,-10.11%,0.31,-10.11%,0.31,-10.11%
PostNoBillsJaffna-Light.ttf,0.36,0.34,-4.92%,0.34,-4.92%,0.34,-4.92%
PostNoBillsJaffna-Medium.ttf,0.35,0.33,-5.06%,0.33,-5.06%,0.33,-5.06%
PostNoBillsJaffna-Regular.ttf,0.35,0.33,-5.06%,0.33,-5.06%,0.33,-5.06%
PostNoBillsJaffna-SemiBold.ttf,0.35,0.33,-5.06%,0.33,-5.06%,0.33,-5.06%
PottaOne-Regular.ttf,7.50,7.50,0.00%,7.50,0.00%,7.57,0.96%
PragatiNarrow-Bold.ttf,26.62,24.50,-7.97%,22.97,-13.72%,24.89,-6.50%
PragatiNarrow-Regular.ttf,26.95,24.75,-8.15%,22.86,-15.18%,25.09,-6.89%
Prata-Regular.ttf,14.14,12.81,-9.43%,13.38,-5.35%,18.55,31.16%
Preahvihear.ttf,0.05,0.04,-20.83%,0.04,-20.83%,0.04,-20.83%
Pridi-Bold.ttf,7.88,7.80,-0.99%,8.24,4.59%,15.32,94.52%
Pridi-ExtraLight.ttf,7.62,7.55,-0.90%,7.96,4.43%,15.02,97.03%
Pridi-Light.ttf,27.75,9.87,-64.43%,8.13,-70.70%,11.71,-57.79%
Pridi-Medium.ttf,25.69,9.68,-62.31%,8.06,-68.63%,11.76,-54.23%
Pridi-Regular.ttf,28.70,11.46,-60.05%,9.85,-65.67%,13.28,-53.72%
Pridi-SemiBold.ttf,7.75,7.66,-1.11%,8.12,4.81%,15.21,96.24%
Prociono-Regular.ttf,1.81,1.70,-6.14%,1.70,-6.14%,1.76,-3.02%
Prompt-Black.ttf,6.93,6.92,-0.08%,6.75,-2.62%,10.52,51.78%
Prompt-BlackItalic.ttf,20.59,20.58,-0.03%,20.58,-0.03%,22.27,8.19%
Prompt-Bold.ttf,6.95,6.94,-0.08%,6.77,-2.61%,10.54,51.64%
Prompt-BoldItalic.ttf,6.82,6.81,-0.17%,6.63,-2.72%,10.11,48.30%
Prompt-ExtraBold.ttf,6.93,6.92,-0.08%,6.75,-2.62%,10.52,51.78%
Prompt-ExtraBoldItalic.ttf,6.79,6.78,-0.17%,6.60,-2.73%,10.08,48.50%
Prompt-ExtraLight.ttf,6.69,6.68,-0.09%,6.31,-5.61%,10.31,54.21%
Prompt-ExtraLightItalic.ttf,6.54,6.53,-0.18%,6.11,-6.57%,9.88,51.01%
Prompt-Italic.ttf,6.66,6.65,-0.18%,6.37,-4.37%,10.11,51.83%
Prompt-Light.ttf,6.80,6.79,-0.09%,6.52,-4.14%,10.56,55.34%
Prompt-LightItalic.ttf,6.65,6.64,-0.18%,6.36,-4.37%,10.10,51.88%
Prompt-Medium.ttf,6.79,6.79,-0.09%,6.51,-4.14%,10.55,55.39%
Prompt-MediumItalic.ttf,6.64,6.63,-0.18%,6.35,-4.38%,10.09,51.97%
Prompt-Regular.ttf,6.79,6.78,-0.09%,6.50,-4.15%,10.55,55.44%
Prompt-SemiBold.ttf,5.11,5.11,0.00%,5.11,0.00%,5.11,0.00%
Prompt-SemiBoldItalic.ttf,6.63,6.62,-0.18%,6.34,-4.39%,10.08,52.06%
Prompt-Thin.ttf,6.71,6.71,-0.09%,6.34,-5.59%,10.34,54.02%
Prompt-ThinItalic.ttf,6.58,6.57,-0.18%,6.15,-6.53%,9.92,50.70%
ProstoOne-Regular.ttf,9.40,9.40,0.00%,9.40,0.00%,9.40,0.00%
PTM55FT.ttf,0.35,0.30,-13.33%,0.30,-13.33%,0.30,-13.33%
PT_Sans-Web-Bold.ttf,18.90,13.89,-26.50%,14.41,-23.78%,34.62,83.16%
PT_Sans-Web-BoldItalic.ttf,15.39,11.15,-27.59%,11.69,-24.08%,28.19,83.12%
PT_Sans-Web-Italic.ttf,14.58,11.80,-19.08%,12.30,-15.65%,29.73,103.90%
PT_Sans-Web-Regular.ttf,17.51,12.90,-26.32%,14.86,-15.13%,31.86,81.93%
PT_Sans-Caption-Web-Bold.ttf,19.94,14.55,-27.01%,15.43,-22.61%,34.34,72.26%
PT_Sans-Caption-Web-Regular.ttf,17.59,13.31,-24.32%,14.53,-17.37%,28.64,62.87%
PT_Sans-Narrow-Web-Bold.ttf,16.56,12.21,-26.28%,13.09,-20.98%,31.62,90.91%
PT_Sans-Narrow-Web-Regular.ttf,18.70,13.41,-28.27%,15.15,-18.98%,31.32,67.51%
PT_Serif-Web-Bold.ttf,13.57,11.50,-15.24%,14.15,4.23%,27.87,105.35%
PT_Serif-Web-BoldItalic.ttf,15.07,11.76,-21.95%,13.83,-8.23%,26.88,78.38%
PT_Serif-Web-Italic.ttf,14.85,11.63,-21.68%,13.70,-7.75%,26.62,79.27%
PT_Serif-Web-Regular.ttf,13.47,11.25,-16.51%,13.21,-2.00%,27.42,103.48%
PT_Serif-Caption-Web-Italic.ttf,14.40,11.22,-22.07%,13.29,-7.70%,26.26,82.37%
PT_Serif-Caption-Web-Regular.ttf,12.55,10.79,-14.07%,13.43,6.99%,27.10,115.90%
PublicSans-Italic[wght].ttf,21.64,20.95,-3.19%,19.17,-11.41%,20.66,-4.55%
PublicSans[wght].ttf,21.36,20.67,-3.24%,18.89,-11.57%,20.39,-4.56%
PurplePurse-Regular.ttf,21.24,20.61,-2.97%,21.03,-0.98%,27.70,30.43%
Pushster-Regular.ttf,8.14,6.94,-14.80%,6.94,-14.80%,9.11,11.87%
Qahiri-Regular.ttf,5.63,5.63,0.00%,5.63,0.00%,5.75,1.98%
Quantico-Bold.ttf,0.31,0.31,0.00%,0.31,0.00%,0.31,0.00%
Quantico-BoldItalic.ttf,0.31,0.31,0.00%,0.31,0.00%,0.31,0.00%
Quantico-Italic.ttf,0.31,0.31,0.00%,0.31,0.00%,0.31,0.00%
Quantico-Regular.ttf,0.31,0.31,0.00%,0.31,0.00%,0.31,0.00%
Quattrocento-Bold.ttf,12.87,12.86,-0.08%,11.68,-9.24%,18.66,44.99%
Quattrocento-Regular.ttf,12.25,12.02,-1.91%,10.57,-13.71%,15.46,26.18%
QuattrocentoSans-Bold.ttf,10.40,10.39,-0.11%,8.79,-15.50%,13.88,33.53%
QuattrocentoSans-BoldItalic.ttf,10.42,10.42,-0.06%,9.01,-13.59%,14.78,41.83%
QuattrocentoSans-Italic.ttf,15.33,15.33,0.00%,14.16,-7.63%,26.16,70.66%
QuattrocentoSans-Regular.ttf,10.77,10.76,-0.05%,9.22,-14.35%,14.13,31.22%
Questrial-Regular.ttf,54.96,54.96,0.00%,55.66,1.26%,63.64,15.78%
Quicksand[wght].ttf,21.47,21.20,-1.26%,20.93,-2.52%,22.07,2.81%
Quintessential-Regular.ttf,17.84,17.27,-3.21%,17.14,-3.93%,21.92,22.86%
Qwigley-Regular.ttf,7.04,7.04,0.00%,7.04,0.00%,7.04,0.00%
RacingSansOne-Regular.ttf,15.67,15.38,-1.86%,14.94,-4.69%,24.91,58.93%
Radley-Italic.ttf,8.96,4.33,-51.67%,4.33,-51.67%,4.33,-51.67%
Radley-Regular.ttf,17.38,6.40,-63.15%,6.40,-63.15%,6.40,-63.15%
Rajdhani-Bold.ttf,12.62,7.66,-39.34%,7.66,-39.34%,7.66,-39.34%
Rajdhani-Light.ttf,12.61,7.59,-39.83%,7.59,-39.83%,7.59,-39.83%
Rajdhani-Medium.ttf,12.62,7.80,-38.19%,7.80,-38.19%,7.80,-38.19%
Rajdhani-Regular.ttf,12.61,7.83,-37.93%,7.83,-37.93%,7.83,-37.93%
Rajdhani-SemiBold.ttf,12.62,7.87,-37.63%,7.87,-37.63%,7.87,-37.63%
Rakkas-Regular.ttf,28.02,23.79,-15.08%,22.45,-19.88%,23.55,-15.94%
Raleway-Italic[wght].ttf,101.60,100.66,-0.92%,99.17,-2.40%,111.15,9.40%
Raleway[wght].ttf,104.97,103.52,-1.38%,101.47,-3.33%,113.52,8.15%
RalewayDots-Regular.ttf,11.37,11.24,-1.15%,11.24,-1.15%,11.24,-1.15%
Ramabhadra-Regular.ttf,0.03,0.03,0.00%,0.03,0.00%,0.03,0.00%
Ramaraja-Regular.ttf,4.65,4.17,-10.21%,4.17,-10.21%,4.17,-10.21%
Rambla-Bold.ttf,12.02,12.02,0.03%,11.49,-4.41%,18.95,57.74%
Rambla-BoldItalic.ttf,11.90,11.91,0.03%,11.75,-1.31%,18.87,58.51%
Rambla-Italic.ttf,11.68,11.69,0.03%,10.16,-13.06%,16.56,41.77%
Rambla-Regular.ttf,11.79,11.79,0.03%,10.46,-11.23%,16.71,41.70%
RammettoOne-Regular.ttf,3.94,3.90,-0.99%,3.90,-0.99%,3.91,-0.89%
Ranchers-Regular.ttf,39.63,28.14,-29.01%,29.27,-26.16%,35.06,-11.54%
Ranga-Bold.ttf,8.49,8.49,0.00%,8.49,0.00%,8.49,0.00%
Ranga-Regular.ttf,8.58,8.58,0.00%,8.58,0.00%,8.58,0.00%
Rasa-Italic[wght].ttf,126.65,126.65,0.00%,137.90,8.88%,175.63,38.67%
Rasa[wght].ttf,135.29,135.29,0.00%,129.69,-4.14%,162.80,20.33%
Rationale-Regular.ttf,8.13,6.55,-19.39%,6.55,-19.39%,7.00,-13.89%
RaviPrakash-Regular.ttf,2.19,2.01,-8.04%,2.01,-8.04%,2.01,-8.04%
"Recursive[CASL,CRSV,MONO,slnt,wght].ttf",42.39,42.36,-0.06%,43.83,3.41%,55.37,30.63%
RedHatDisplay-Black.ttf,8.23,8.19,-0.55%,8.94,8.56%,15.84,92.38%
RedHatDisplay-BlackItalic.ttf,8.17,8.11,-0.84%,8.90,8.94%,16.42,100.84%
RedHatDisplay-Bold.ttf,8.26,8.21,-0.54%,9.21,11.49%,17.33,109.84%
RedHatDisplay-BoldItalic.ttf,8.21,8.14,-0.83%,8.72,6.24%,18.86,129.80%
RedHatDisplay-Italic.ttf,8.21,8.14,-0.83%,8.72,6.24%,18.86,129.80%
RedHatDisplay-Medium.ttf,8.26,8.21,-0.54%,9.21,11.49%,17.33,109.84%
RedHatDisplay-MediumItalic.ttf,8.21,8.14,-0.83%,8.72,6.24%,18.86,129.80%
RedHatDisplay-Regular.ttf,8.26,8.21,-0.54%,9.21,11.49%,17.33,109.84%
RedHatText-Bold.ttf,8.51,8.46,-0.60%,9.11,6.97%,16.02,88.12%
RedHatText-BoldItalic.ttf,8.44,8.36,-0.88%,9.00,6.62%,16.62,97.01%
RedHatText-Italic.ttf,8.47,8.39,-0.88%,8.93,5.47%,18.94,123.64%
RedHatText-Medium.ttf,8.54,8.49,-0.59%,9.21,7.89%,17.45,104.28%
RedHatText-MediumItalic.ttf,8.47,8.39,-0.88%,8.93,5.47%,18.94,123.64%
RedHatText-Regular.ttf,8.54,8.49,-0.59%,9.21,7.89%,17.45,104.28%
RedRose[wght].ttf,16.46,16.13,-2.02%,15.84,-3.76%,16.98,3.16%
ReemKufi[wght].ttf,41.21,41.21,0.00%,41.01,-0.48%,41.27,0.13%
ReggaeOne-Regular.ttf,2.82,2.82,0.00%,2.82,0.00%,2.82,0.00%
RhodiumLibre-Regular.ttf,23.97,23.93,-0.20%,22.21,-7.35%,32.94,37.40%
Ribeye-Regular.ttf,17.90,17.69,-1.18%,17.76,-0.81%,22.42,25.21%
RibeyeMarrow-Regular.ttf,26.17,17.81,-31.95%,18.70,-28.56%,25.43,-2.84%
Risque-Regular.ttf,20.95,20.58,-1.74%,20.74,-0.97%,26.17,24.96%
RocknRollOne-Regular.ttf,2.53,2.53,0.00%,2.53,0.00%,2.53,0.00%
Rokkitt[wght].ttf,11.41,11.41,0.00%,11.41,0.00%,11.41,0.00%
RokkittVFBeta.ttf,10.94,10.94,0.00%,10.94,0.00%,10.94,0.00%
Romanesco-Regular.ttf,4.05,3.44,-15.18%,3.18,-21.54%,4.11,1.40%
RopaSans-Italic.ttf,9.54,9.17,-3.89%,9.95,4.30%,16.50,72.99%
RopaSans-Regular.ttf,10.38,9.89,-4.70%,10.57,1.81%,17.65,70.07%
Rosario-Italic[wght].ttf,9.09,9.09,0.00%,9.09,0.00%,11.54,26.94%
Rosario[wght].ttf,15.92,15.92,0.00%,15.60,-2.01%,16.88,6.00%
Rosarivo-Italic.ttf,1.77,1.75,-1.32%,1.75,-1.32%,2.12,19.54%
Rosarivo-Regular.ttf,2.53,2.50,-0.93%,2.50,-0.93%,3.17,25.68%
RougeScript-Regular.ttf,0.09,0.09,0.00%,0.09,0.00%,0.09,0.00%
RoundedMplus1c-Black.ttf,14.02,14.02,0.00%,14.02,0.00%,14.02,0.00%
RoundedMplus1c-Bold.ttf,14.05,14.05,0.00%,14.05,0.00%,14.05,0.00%
RoundedMplus1c-ExtraBold.ttf,14.06,14.06,0.00%,14.06,0.00%,14.06,0.00%
RoundedMplus1c-Light.ttf,14.05,14.05,0.00%,14.05,0.00%,14.05,0.00%
RoundedMplus1c-Medium.ttf,14.02,14.02,0.00%,14.02,0.00%,14.02,0.00%
RoundedMplus1c-Regular.ttf,14.05,14.05,0.00%,14.05,0.00%,14.05,0.00%
RoundedMplus1c-Thin.ttf,14.01,14.01,0.00%,14.01,0.00%,14.01,0.00%
Rowdies-Bold.ttf,9.76,9.76,0.00%,9.67,-0.94%,10.88,11.48%
Rowdies-Light.ttf,9.94,9.94,0.00%,9.83,-1.16%,10.92,9.78%
Rowdies-Regular.ttf,9.74,9.74,0.00%,9.65,-0.94%,10.85,11.37%
RozhaOne-Regular.ttf,10.72,6.35,-40.83%,6.35,-40.83%,6.35,-40.83%
Rubik-Italic[wght].ttf,55.52,55.26,-0.46%,50.03,-9.89%,51.97,-6.38%
Rubik[wght].ttf,68.61,67.87,-1.08%,62.58,-8.79%,64.04,-6.66%
RubikMonoOne-Regular.ttf,1.43,1.32,-7.26%,1.32,-7.26%,1.32,-7.26%
RubikOne-Regular.ttf,14.41,12.35,-14.30%,13.22,-8.29%,21.62,49.99%
Ruda[wght].ttf,7.49,7.07,-5.63%,7.07,-5.63%,7.65,2.11%
Rufina-Bold.ttf,13.63,13.63,0.03%,12.15,-10.86%,17.19,26.08%
Rufina-Regular.ttf,13.54,13.54,0.03%,11.46,-15.39%,16.18,19.52%
RugeBoogie-Regular.ttf,0.27,0.27,0.00%,0.27,0.00%,0.27,0.00%
Ruluko-Regular.ttf,0.08,0.08,0.00%,0.08,0.00%,0.08,0.00%
RumRaisin-Regular.ttf,12.62,12.62,0.00%,12.09,-4.23%,15.31,21.34%
RussoOne-Regular.ttf,6.56,6.56,0.00%,6.56,0.00%,6.56,0.00%
Ruthie-Regular.ttf,0.20,0.20,0.00%,0.20,0.00%,0.20,0.00%
Sacramento-Regular.ttf,5.39,5.24,-2.72%,5.33,-1.12%,9.04,67.74%
Sahitya-Bold.ttf,11.05,11.02,-0.27%,11.03,-0.14%,13.75,24.45%
Sahitya-Regular.ttf,10.56,10.38,-1.68%,10.43,-1.17%,12.75,20.76%
Sail-Regular.ttf,3.60,3.59,-0.33%,3.59,-0.33%,3.59,-0.33%
"Saira-Italic[wdth,wght].ttf",24.14,23.49,-2.69%,23.49,-2.69%,22.76,-5.72%
"Saira[wdth,wght].ttf",25.53,24.99,-2.13%,24.69,-3.30%,24.41,-4.38%
SairaCondensed-Black.ttf,13.04,11.53,-11.61%,11.53,-11.61%,12.56,-3.68%
SairaCondensed-Bold.ttf,13.07,11.51,-11.90%,11.51,-11.90%,12.55,-3.99%
SairaCondensed-ExtraBold.ttf,13.19,11.63,-11.79%,11.63,-11.79%,12.66,-3.95%
SairaCondensed-ExtraLight.ttf,12.95,11.54,-10.90%,11.54,-10.90%,12.64,-2.38%
SairaCondensed-Light.ttf,12.91,11.46,-11.30%,11.46,-11.30%,12.56,-2.75%
SairaCondensed-Medium.ttf,13.11,11.62,-11.35%,11.62,-11.35%,12.72,-2.94%
SairaCondensed-Regular.ttf,13.00,11.54,-11.22%,11.54,-11.22%,12.65,-2.73%
SairaCondensed-SemiBold.ttf,13.23,11.63,-12.11%,11.63,-12.11%,12.66,-4.30%
SairaCondensed-Thin.ttf,12.52,11.17,-10.73%,11.17,-10.73%,12.28,-1.92%
SairaExtraCondensed-Black.ttf,12.96,11.44,-11.73%,11.44,-11.73%,12.47,-3.75%
SairaExtraCondensed-Bold.ttf,13.25,11.65,-12.09%,11.65,-12.09%,12.77,-3.63%
SairaExtraCondensed-ExtraBold.ttf,13.16,11.62,-11.68%,11.62,-11.68%,12.74,-3.16%
SairaExtraCondensed-ExtraLight.ttf,12.98,11.52,-11.26%,11.52,-11.26%,12.62,-2.75%
SairaExtraCondensed-Light.ttf,12.81,11.44,-10.76%,11.44,-10.76%,12.54,-2.15%
SairaExtraCondensed-Medium.ttf,13.14,11.58,-11.87%,11.58,-11.87%,12.71,-3.34%
SairaExtraCondensed-Regular.ttf,13.06,11.51,-11.82%,11.51,-11.82%,12.63,-3.23%
SairaExtraCondensed-SemiBold.ttf,13.19,11.61,-11.92%,11.61,-11.92%,12.73,-3.42%
SairaExtraCondensed-Thin.ttf,12.34,11.01,-10.80%,11.01,-10.80%,12.11,-1.85%
SairaSemiCondensed-Black.ttf,13.06,11.53,-11.72%,11.53,-11.72%,12.56,-3.81%
SairaSemiCondensed-Bold.ttf,13.07,11.54,-11.67%,11.54,-11.67%,12.58,-3.77%
SairaSemiCondensed-ExtraBold.ttf,13.24,11.68,-11.78%,11.68,-11.78%,12.72,-3.98%
SairaSemiCondensed-ExtraLight.ttf,13.15,11.70,-11.05%,11.70,-11.05%,12.80,-2.66%
SairaSemiCondensed-Light.ttf,13.17,11.76,-10.68%,11.76,-10.68%,12.86,-2.30%
SairaSemiCondensed-Medium.ttf,13.22,11.79,-10.82%,11.79,-10.82%,12.89,-2.47%
SairaSemiCondensed-Regular.ttf,13.13,11.69,-10.98%,11.69,-10.98%,12.79,-2.57%
SairaSemiCondensed-SemiBold.ttf,13.09,11.56,-11.65%,11.56,-11.65%,12.59,-3.85%
SairaSemiCondensed-Thin.ttf,12.67,11.30,-10.79%,11.30,-10.79%,12.41,-2.08%
SairaStencilOne-Regular.ttf,10.16,9.27,-8.73%,9.27,-8.73%,9.45,-6.94%
Salsa-Regular.ttf,4.84,3.13,-35.27%,3.13,-35.27%,3.10,-36.00%
Sanchez-Italic.ttf,10.04,10.04,0.00%,11.74,16.95%,28.72,186.24%
Sanchez-Regular.ttf,14.29,10.10,-29.30%,11.62,-18.64%,28.87,102.11%
Sansation-Bold.ttf,0.04,0.04,5.56%,0.04,5.56%,0.04,5.56%
Sansation-BoldItalic.ttf,0.04,0.04,5.56%,0.04,5.56%,0.04,5.56%
Sansation-Italic.ttf,0.04,0.04,5.56%,0.04,5.56%,0.04,5.56%
Sansation-Light.ttf,0.04,0.04,5.56%,0.04,5.56%,0.04,5.56%
Sansation-LightItalic.ttf,0.04,0.04,5.56%,0.04,5.56%,0.04,5.56%
Sansation-Regular.ttf,0.04,0.04,5.56%,0.04,5.56%,0.04,5.56%
Sansita-Black.ttf,3.83,3.55,-7.30%,3.55,-7.30%,3.62,-5.51%
Sansita-BlackItalic.ttf,3.73,3.47,-6.81%,3.47,-6.81%,3.50,-6.08%
Sansita-Bold.ttf,3.83,3.55,-7.28%,3.55,-7.28%,3.62,-5.50%
Sansita-BoldItalic.ttf,3.71,3.46,-6.83%,3.46,-6.83%,3.49,-6.10%
Sansita-ExtraBold.ttf,3.82,3.54,-7.32%,3.54,-7.32%,3.61,-5.53%
Sansita-ExtraBoldItalic.ttf,3.69,3.44,-6.88%,3.44,-6.88%,3.46,-6.14%
Sansita-Italic.ttf,3.65,3.40,-6.64%,3.40,-6.64%,3.44,-5.73%
Sansita-Regular.ttf,3.83,3.55,-7.30%,3.55,-7.30%,3.62,-5.51%
SansitaOne-Regular.ttf,9.49,9.48,-0.19%,9.48,-0.19%,9.91,4.34%
SansitaSwashed[wght].ttf,54.94,54.49,-0.81%,51.67,-5.95%,54.29,-1.17%
Sarabun-Bold.ttf,21.45,15.97,-25.56%,15.74,-26.61%,17.35,-19.14%
Sarabun-BoldItalic.ttf,21.74,16.18,-25.60%,15.95,-26.64%,17.55,-19.26%
Sarabun-ExtraBold.ttf,21.61,16.13,-25.35%,15.90,-26.40%,17.51,-18.97%
Sarabun-ExtraBoldItalic.ttf,21.78,16.19,-25.63%,15.97,-26.68%,17.57,-19.31%
Sarabun-ExtraLight.ttf,21.37,15.94,-25.43%,15.71,-26.49%,17.31,-18.99%
Sarabun-ExtraLightItalic.ttf,21.58,16.06,-25.57%,15.84,-26.62%,17.44,-19.19%
Sarabun-Italic.ttf,21.68,16.18,-25.35%,15.96,-26.39%,17.56,-18.99%
Sarabun-Light.ttf,21.52,16.05,-25.44%,15.82,-26.50%,17.42,-19.05%
Sarabun-LightItalic.ttf,21.59,16.07,-25.56%,15.84,-26.61%,17.45,-19.18%
Sarabun-Medium.ttf,21.59,16.14,-25.25%,15.91,-26.30%,17.52,-18.88%
Sarabun-MediumItalic.ttf,21.76,16.23,-25.43%,16.00,-26.47%,17.61,-19.11%
Sarabun-Regular.ttf,21.52,16.08,-25.28%,15.86,-26.33%,17.46,-18.88%
Sarabun-SemiBold.ttf,21.61,16.11,-25.43%,15.88,-26.48%,17.49,-19.06%
Sarabun-SemiBoldItalic.ttf,21.88,16.29,-25.54%,16.06,-26.58%,17.66,-19.25%
Sarabun-Thin.ttf,21.36,15.89,-25.59%,15.67,-26.65%,17.27,-19.14%
Sarabun-ThinItalic.ttf,21.58,16.05,-25.65%,15.82,-26.70%,17.42,-19.27%
Sarala-Bold.ttf,9.65,9.59,-0.67%,9.74,0.87%,12.37,28.15%
Sarala-Regular.ttf,9.47,9.40,-0.68%,9.31,-1.67%,11.09,17.16%
Sarpanch-Black.ttf,11.24,5.66,-49.65%,5.66,-49.65%,5.66,-49.65%
Sarpanch-Bold.ttf,11.24,5.90,-47.46%,5.90,-47.46%,5.90,-47.46%
Sarpanch-ExtraBold.ttf,11.24,5.91,-47.41%,5.91,-47.41%,5.91,-47.41%
Sarpanch-Medium.ttf,11.24,5.88,-47.67%,5.88,-47.67%,5.88,-47.67%
Sarpanch-Regular.ttf,11.24,5.78,-48.56%,5.78,-48.56%,5.78,-48.56%
Sarpanch-SemiBold.ttf,11.24,5.88,-47.72%,5.88,-47.72%,5.88,-47.72%
Scada-Bold.ttf,17.49,10.28,-41.25%,10.28,-41.25%,10.28,-41.25%
Scada-BoldItalic.ttf,17.53,10.29,-41.30%,10.29,-41.30%,10.29,-41.30%
